A,P,sigma,kappa,I_kA,B_T,mark
0.020432965074782598,1.2198697664549516,0.18,1.95,300.0,0.7,1
0.028594163124754404,1.283130713381075,0.18,1.95,300.0,0.7,1
0.026666030937010143,1.3100776377347725,0.18,1.95,300.0,0.7,1
0.028204673764528967,1.2848490189158996,0.18,1.95,300.0,0.7,1
0.02721650555906295,1.240384156184516,0.18,1.95,300.0,0.7,1
0.02615759393909208,1.3034202396543841,0.18,1.95,300.0,0.7,1
0.027235749922132416,1.233396336479523,0.18,1.95,300.0,0.7,1
0.026786290925083542,1.2710819568941896,0.18,1.95,300.0,0.7,1
0.026398739401449278,1.2988214284092376,0.18,1.95,300.0,0.7,1
0.028143979642137214,1.2851062955950938,0.18,1.95,300.0,0.7,1
0.027164700171956893,1.2758908840702443,0.18,1.95,300.0,0.7,1
0.02762071495936979,1.278144660155482,0.18,1.95,300.0,0.7,1
0.02612175401605125,1.254740740217061,0.18,1.95,300.0,0.7,1
0.02599326357421726,1.2625590819244519,0.18,1.95,300.0,0.7,1
0.02685800468962994,1.2276124188866047,0.18,1.95,300.0,0.7,1
0.02617862995579924,1.2719244572177713,0.18,1.95,300.0,0.7,1
0.026380199958242243,1.3056720118376797,0.18,1.95,300.0,0.7,1
0.02761160447173277,1.2478469804534837,0.18,1.95,300.0,0.7,1
0.027641167527075832,1.2154403871029698,0.18,1.95,300.0,0.7,1
0.02874409869235592,1.2613903436942902,0.18,1.95,300.0,0.7,1
0.028216626734382442,1.221432999992244,0.18,1.95,300.0,0.7,1
0.027328396045146065,1.2622306994354522,0.18,1.95,300.0,0.7,1
0.02868190041755653,1.2703328052376075,0.18,1.95,300.0,0.7,1
0.027288889255802445,1.2398575663091895,0.18,1.95,300.0,0.7,1
0.02686312804465924,1.2652272402471538,0.18,1.95,300.0,0.7,1
0.027185155433546722,1.2153212079880331,0.18,1.95,300.0,0.7,1
0.03413677050942518,1.3027760771839767,0.18,1.95,300.0,0.7,1
0.03207864200383794,1.268563614353905,0.18,1.95,300.0,0.7,1
0.03198362196024844,1.2803840093039813,0.18,1.95,300.0,0.7,1
0.03250159608835913,1.2791022634691902,0.18,1.95,300.0,0.7,1
0.033838878579702754,1.2900247491917658,0.18,1.95,300.0,0.7,1
0.0319811175747098,1.3047611845137608,0.18,1.95,300.0,0.7,1
0.032348536709526754,1.216901255617618,0.18,1.95,300.0,0.7,0
0.03332245214501656,1.2502522283862438,0.18,1.95,300.0,0.7,0
0.03414726396623935,1.2939851472064303,0.18,1.95,300.0,0.7,1
0.03260931141531025,1.3084499395069746,0.18,1.95,300.0,0.7,1
0.032530648251262465,1.2646657129231715,0.18,1.95,300.0,0.7,1
0.03242579000854492,1.3067643570048963,0.18,1.95,300.0,0.7,1
0.03215171818958816,1.217651061939233,0.18,1.95,300.0,0.7,0
0.03296318591685122,1.3123975564055839,0.18,1.95,300.0,0.7,1
0.03433292653560685,1.288020801945695,0.18,1.95,300.0,0.7,1
0.03433027220947768,1.3025046639697864,0.18,1.95,300.0,0.7,1
0.033214469818001455,1.2447529051830795,0.18,1.95,300.0,0.7,0
0.03397393203317507,1.2793261263167761,0.18,1.95,300.0,0.7,1
0.03277886792346324,1.2226066668061515,0.18,1.95,300.0,0.7,0
0.03389826357088919,1.2394060515922865,0.18,1.95,300.0,0.7,0
0.034468334188443445,1.2372570575005686,0.18,1.95,300.0,0.7,0
0.03202616853407657,1.2962712672124908,0.18,1.95,300.0,0.7,1
0.03211774768671559,1.2310868308157739,0.18,1.95,300.0,0.7,0
0.03345604311140464,1.3006162040837466,0.18,1.95,300.0,0.7,1
0.03224719873398583,1.2441923672900095,0.18,1.95,300.0,0.7,0
0.039779582935776166,1.310342642606097,0.18,1.95,300.0,0.7,1
0.03894959197965966,1.2275497502551251,0.18,1.95,300.0,0.7,0
0.037489177284177236,1.2361256029998855,0.18,1.95,300.0,0.7,0
0.0378428350744122,1.2809258673612858,0.18,1.95,300.0,0.7,1
0.037812865934938225,1.2637929931620633,0.18,1.95,300.0,0.7,0
0.03953015572798129,1.2712716609220902,0.18,1.95,300.0,0.7,0
0.03804669537603281,1.2935724526182264,0.18,1.95,300.0,0.7,1
0.03959358980990004,1.2870584003915542,0.18,1.95,300.0,0.7,1
0.03784054167572457,1.2255353803650346,0.18,1.95,300.0,0.7,0
0.04023005607407216,1.2529178193824941,0.18,1.95,300.0,0.7,0
0.03835021449639545,1.2620184045351535,0.18,1.95,300.0,0.7,0
0.03943596105934338,1.3087223257046972,0.18,1.95,300.0,0.7,1
0.0383067071016988,1.3056408429312027,0.18,1.95,300.0,0.7,1
0.037521946895211405,1.2686798042326826,0.18,1.95,300.0,0.7,0
0.03934929375609589,1.2237497403750754,0.18,1.95,300.0,0.7,0
0.03786838721224437,1.2550714319316305,0.18,1.95,300.0,0.7,0
0.04034606415748218,1.2727642553234373,0.18,1.95,300.0,0.7,0
0.040246438085853264,1.2935960915612972,0.18,1.95,300.0,0.7,1
0.03884951322571851,1.2916363449252188,0.18,1.95,300.0,0.7,1
0.037500878772983595,1.2240743996765735,0.18,1.95,300.0,0.7,0
0.039935654265700844,1.2928417088325161,0.18,1.95,300.0,0.7,1
0.038145290646951935,1.2662369590599054,0.18,1.95,300.0,0.7,0
0.03926541588315267,1.2999338953776012,0.18,1.95,300.0,0.7,1
0.03925668989306881,1.254417156927368,0.18,1.95,300.0,0.7,0
0.03856992055127418,1.255748208637351,0.18,1.95,300.0,0.7,0
0.04519263518200309,1.2999090631752326,0.18,1.95,300.0,0.7,0
0.044598532751492066,1.237943956295136,0.18,1.95,300.0,0.7,0
0.04394682919425591,1.2877614280243448,0.18,1.95,300.0,0.7,0
0.0456865483955349,1.2236878079854125,0.18,1.95,300.0,0.7,0
0.0434365186761287,1.2726033663756453,0.18,1.95,300.0,0.7,0
0.04367536183784126,1.2956264190456341,0.18,1.95,300.0,0.7,0
0.044167846127035386,1.2275471932971143,0.18,1.95,300.0,0.7,0
0.04599975352272551,1.229713172273528,0.18,1.95,300.0,0.7,0
0.04409100235227697,1.2285213395192058,0.18,1.95,300.0,0.7,0
0.04358331229625923,1.215274801633644,0.18,1.95,300.0,0.7,0
0.043403028332755944,1.2306241470935853,0.18,1.95,300.0,0.7,0
0.04339698790314469,1.2722743816110973,0.18,1.95,300.0,0.7,0
0.04527898568566168,1.2525230456832028,0.18,1.95,300.0,0.7,0
0.04419081539611931,1.2636126237022232,0.18,1.95,300.0,0.7,0
0.04586185693196699,1.2982731626822206,0.18,1.95,300.0,0.7,0
0.04336726729130154,1.2313098409596526,0.18,1.95,300.0,0.7,0
0.04394707671857635,1.2380987575832212,0.18,1.95,300.0,0.7,0
0.044950540060491484,1.2547862425703193,0.18,1.95,300.0,0.7,0
0.043384604465045946,1.2505214138459573,0.18,1.95,300.0,0.7,0
0.044808100951416074,1.2233271902903717,0.18,1.95,300.0,0.7,0
0.04573721776662885,1.2183561866465105,0.18,1.95,300.0,0.7,0
0.04601136771231735,1.2230713141579876,0.18,1.95,300.0,0.7,0
0.045767566960056426,1.3034253143927619,0.18,1.95,300.0,0.7,0
0.04617555414702294,1.2933625880273594,0.18,1.95,300.0,0.7,0
0.04557527472757715,1.277408327599555,0.18,1.95,300.0,0.7,0
0.05136330485320808,1.3160852208413147,0.18,1.95,300.0,0.7,0
0.0506345198973166,1.3540522870190415,0.18,1.95,300.0,0.7,1
0.05159903222184136,1.3489099365593515,0.18,1.95,300.0,0.7,1
0.05018158427777475,1.366586327123711,0.18,1.95,300.0,0.7,1
0.04982570574197623,1.3166068410953957,0.18,1.95,300.0,0.7,0
0.05045994761154493,1.3443189368594886,0.18,1.95,300.0,0.7,1
0.04972402561106031,1.3393811810115128,0.18,1.95,300.0,0.7,1
0.05012549313895243,1.3353795564412545,0.18,1.95,300.0,0.7,1
0.05016470802865448,1.3712043345455944,0.18,1.95,300.0,0.7,1
0.04991694521318755,1.397515792671534,0.18,1.95,300.0,0.7,1
0.051775359848088225,1.3507210428300078,0.18,1.95,300.0,0.7,1
0.050011399404487754,1.3561734789830002,0.18,1.95,300.0,0.7,1
0.05157199725579456,1.3678887340560102,0.18,1.95,300.0,0.7,1
0.05143949127331492,1.355902227606574,0.18,1.95,300.0,0.7,1
0.05092506867727655,1.331445561418246,0.18,1.95,300.0,0.7,0
0.05123099527640456,1.3228704593125717,0.18,1.95,300.0,0.7,0
0.051110710175929185,1.3887019068325894,0.18,1.95,300.0,0.7,1
0.04942262430137832,1.364067974054192,0.18,1.95,300.0,0.7,1
0.049311603034163494,1.3752015628271428,0.18,1.95,300.0,0.7,1
0.04927979544594425,1.3962239822700626,0.18,1.95,300.0,0.7,1
0.0494385395795871,1.3985180245909081,0.18,1.95,300.0,0.7,1
0.05142896831772898,1.3619982004466353,0.18,1.95,300.0,0.7,1
0.051374188103362334,1.3821414838983086,0.18,1.95,300.0,0.7,1
0.05186439697792568,1.3279683353839187,0.18,1.95,300.0,0.7,0
0.05079654347554862,1.31213491975644,0.18,1.95,300.0,0.7,0
0.05666428657375658,1.3197591304092788,0.18,1.95,300.0,0.7,0
0.05651064130810154,1.359873051403385,0.18,1.95,300.0,0.7,0
0.056213744932627895,1.3548931775513122,0.18,1.95,300.0,0.7,0
0.05710755964370398,1.3825544716512066,0.18,1.95,300.0,0.7,1
0.056292249120410504,1.3625893441522612,0.18,1.95,300.0,0.7,1
0.05760949818075452,1.3146033588501123,0.18,1.95,300.0,0.7,0
0.05516710017138455,1.3114009011910768,0.18,1.95,300.0,0.7,0
0.056789379328805796,1.344490830079038,0.18,1.95,300.0,0.7,0
0.05713875372210975,1.3697531413308592,0.18,1.95,300.0,0.7,1
0.05581670274866893,1.3924666547361535,0.18,1.95,300.0,0.7,1
0.05710338591489617,1.3296834940910176,0.18,1.95,300.0,0.7,0
0.055908365527000375,1.3340739980204264,0.18,1.95,300.0,0.7,0
0.055288624419559215,1.3174083372542191,0.18,1.95,300.0,0.7,0
0.05762417186381145,1.3464204037198753,0.18,1.95,300.0,0.7,0
0.05596574894201645,1.3755985708677378,0.18,1.95,300.0,0.7,1
0.05647476866944291,1.3962439986838462,0.18,1.95,300.0,0.7,1
0.05715669395541239,1.350566956412454,0.18,1.95,300.0,0.7,0
0.05594486789412669,1.4012931544924323,0.18,1.95,300.0,0.7,1
0.05696907018169515,1.3977494660003842,0.18,1.95,300.0,0.7,1
0.055171225205335336,1.3876833679190783,0.18,1.95,300.0,0.7,1
0.05672701112565784,1.3148221678335112,0.18,1.95,300.0,0.7,0
0.056580563473591874,1.3712396365105448,0.18,1.95,300.0,0.7,1
0.054852697531350025,1.3480617961841745,0.18,1.95,300.0,0.7,0
0.05729198800727318,1.332165902534409,0.18,1.95,300.0,0.7,0
0.05619143371907987,1.3468614127067893,0.18,1.95,300.0,0.7,0
0.061511045332222215,1.4392141895515553,0.18,1.95,300.0,0.7,1
0.0629491452641893,1.358428841099611,0.18,1.95,300.0,0.7,0
0.06359636713140746,1.4352900024307744,0.18,1.95,300.0,0.7,1
0.061456988471486854,1.431059657966094,0.18,1.95,300.0,0.7,1
0.06092452175350889,1.4472804730474238,0.18,1.95,300.0,0.7,1
0.06260231736621436,1.4123825015558797,0.18,1.95,300.0,0.7,1
0.060876585338847135,1.4370733398896625,0.18,1.95,300.0,0.7,1
0.06069226166750815,1.3714528058041147,0.18,1.95,300.0,0.7,0
0.06103432878339465,1.425046794069222,0.18,1.95,300.0,0.7,1
0.06119987583953344,1.4384338227130886,0.18,1.95,300.0,0.7,1
0.0625740702758772,1.3509862710494696,0.18,1.95,300.0,0.7,0
0.06062155266028084,1.35253579170144,0.18,1.95,300.0,0.7,0
0.06242303869083792,1.4275181810859414,0.18,1.95,300.0,0.7,1
0.061320921619776904,1.4323108842923074,0.18,1.95,300.0,0.7,1
0.06077695897835452,1.4274663853641676,0.18,1.95,300.0,0.7,1
0.06338864944841158,1.424580839910438,0.18,1.95,300.0,0.7,1
0.06269962550983064,1.4311680218655383,0.18,1.95,300.0,0.7,1
0.06072571705653594,1.3675482110719055,0.18,1.95,300.0,0.7,0
0.06098003419581167,1.3978230990192986,0.18,1.95,300.0,0.7,1
0.06284082754288127,1.4103711844576399,0.18,1.95,300.0,0.7,1
0.06315865645718055,1.3628912992441091,0.18,1.95,300.0,0.7,0
0.06280912643370022,1.3666741490868903,0.18,1.95,300.0,0.7,0
0.06141753941184814,1.4183604697281305,0.18,1.95,300.0,0.7,1
0.06354587751259079,1.408524360597707,0.18,1.95,300.0,0.7,1
0.060768764102868626,1.4090008969927532,0.18,1.95,300.0,0.7,1
0.06652178849684576,1.4805245711366817,0.18,1.95,300.0,0.7,1
0.06852347169740712,1.4094227846422502,0.18,1.95,300.0,0.7,0
0.06666989985957786,1.410463322888032,0.18,1.95,300.0,0.7,0
0.06933481838076784,1.437966064245849,0.18,1.95,300.0,0.7,1
0.06874697968712948,1.4557508342107777,0.18,1.95,300.0,0.7,1
0.06811197629198117,1.406623025466505,0.18,1.95,300.0,0.7,0
0.06923281020277955,1.4222442632514718,0.18,1.95,300.0,0.7,0
0.06812878848952789,1.4620875944589067,0.18,1.95,300.0,0.7,1
0.06834243630784119,1.4861694409695518,0.18,1.95,300.0,0.7,1
0.06684005381186543,1.4429452738446942,0.18,1.95,300.0,0.7,1
0.06760684001432755,1.4395268729482618,0.18,1.95,300.0,0.7,1
0.06675238942069849,1.4055194609872765,0.18,1.95,300.0,0.7,0
0.06722896347944902,1.4225804603760832,0.18,1.95,300.0,0.7,1
0.0676784464831493,1.4532087547036627,0.18,1.95,300.0,0.7,1
0.06829862419436004,1.4332910896585571,0.18,1.95,300.0,0.7,1
0.06762108617039135,1.4138728526696962,0.18,1.95,300.0,0.7,0
0.06815965558733228,1.4238140911317239,0.18,1.95,300.0,0.7,1
0.06650291634493735,1.433950004415686,0.18,1.95,300.0,0.7,1
0.06781713486737577,1.4146692868204211,0.18,1.95,300.0,0.7,0
0.0681121106414716,1.4486871900431921,0.18,1.95,300.0,0.7,1
0.06850074338543637,1.456904848220121,0.18,1.95,300.0,0.7,1
0.06835203601166835,1.4237314151824043,0.18,1.95,300.0,0.7,1
0.06875703350806311,1.447024438359968,0.18,1.95,300.0,0.7,1
0.06768899142764492,1.4547112480941058,0.18,1.95,300.0,0.7,1
0.06747670884545602,1.4433839244606759,0.18,1.95,300.0,0.7,1
0.07439432759176244,1.4807502886723707,0.18,1.95,300.0,0.7,1
0.07494738211820136,1.44247329251831,0.18,1.95,300.0,0.7,0
0.07374503587053749,1.4720970410763836,0.18,1.95,300.0,0.7,1
0.07312756260154839,1.475848236234507,0.18,1.95,300.0,0.7,1
0.07366663546586805,1.4036956724335268,0.18,1.95,300.0,0.7,0
0.07240038796753462,1.4763093211039464,0.18,1.95,300.0,0.7,1
0.07235091427703641,1.4201711436133655,0.18,1.95,300.0,0.7,0
0.07318660064782043,1.4094094445191594,0.18,1.95,300.0,0.7,0
0.07312589063572175,1.4663792566725085,0.18,1.95,300.0,0.7,1
0.072228259056996,1.4748273424520686,0.18,1.95,300.0,0.7,1
0.07475385459703945,1.4293361573191548,0.18,1.95,300.0,0.7,0
0.07264504922349768,1.4521940407945082,0.18,1.95,300.0,0.7,1
0.07254322819391047,1.4286019361078253,0.18,1.95,300.0,0.7,0
0.0750594980690187,1.4916564472583638,0.18,1.95,300.0,0.7,1
0.07450052520037954,1.4232061509920766,0.18,1.95,300.0,0.7,0
0.07424720567381406,1.4626506365484013,0.18,1.95,300.0,0.7,1
0.07334773561180673,1.456198863458616,0.18,1.95,300.0,0.7,1
0.07221639346124281,1.4130157658602243,0.18,1.95,300.0,0.7,0
0.07375947543521756,1.4084851304258297,0.18,1.95,300.0,0.7,0
0.07268193112994538,1.4757404290550238,0.18,1.95,300.0,0.7,1
0.0751516095343666,1.4477069428028448,0.18,1.95,300.0,0.7,0
0.07470141971896092,1.4911421664326272,0.18,1.95,300.0,0.7,1
0.0726089981920221,1.4369345613254352,0.18,1.95,300.0,0.7,0
0.07336192867384154,1.4001149283646186,0.18,1.95,300.0,0.7,0
0.07445020104470002,1.4354879027322593,0.18,1.95,300.0,0.7,0
0.07938166501309753,1.407177297381324,0.18,1.95,300.0,0.7,0
0.07851646416721893,1.4828203622156215,0.18,1.95,300.0,0.7,1
0.07810763147744916,1.4153952284943707,0.18,1.95,300.0,0.7,0
0.0788498622014699,1.4411297542401587,0.18,1.95,300.0,0.7,0
0.07973301972957071,1.4414389975850668,0.18,1.95,300.0,0.7,0
0.07822603021419697,1.4164767454055713,0.18,1.95,300.0,0.7,0
0.08050444936481395,1.455868870047846,0.18,1.95,300.0,0.7,0
0.07992113136092914,1.4591303255351356,0.18,1.95,300.0,0.7,0
0.08026239326764491,1.3979208481721448,0.18,1.95,300.0,0.7,0
0.07907350936532416,1.446062743526168,0.18,1.95,300.0,0.7,0
0.07898905366041829,1.4765578873287186,0.18,1.95,300.0,0.7,1
0.0794214017362882,1.4689727589459378,0.18,1.95,300.0,0.7,1
0.08052973076116983,1.44258914829035,0.18,1.95,300.0,0.7,0
0.08070234094214038,1.4508223940536982,0.18,1.95,300.0,0.7,0
0.0805245071070275,1.4261690795591524,0.18,1.95,300.0,0.7,0
0.07947013508612077,1.4452511041004579,0.18,1.95,300.0,0.7,0
0.07828862335821453,1.4319652506701541,0.18,1.95,300.0,0.7,0
0.08072569722818135,1.4551932240364742,0.18,1.95,300.0,0.7,0
0.07850620395783722,1.4259955635609605,0.18,1.95,300.0,0.7,0
0.07854849323951442,1.3945923131798572,0.18,1.95,300.0,0.7,0
0.0807560655860384,1.436930732825687,0.18,1.95,300.0,0.7,0
0.07889628942778867,1.4519577191557738,0.18,1.95,300.0,0.7,0
0.07799562757940537,1.4199122106600814,0.18,1.95,300.0,0.7,0
0.080082784607623,1.4554869773069263,0.18,1.95,300.0,0.7,0
0.08091910205315393,1.4541457709658043,0.18,1.95,300.0,0.7,0
0.08519567551562005,1.5129882563184007,0.18,1.95,300.0,0.7,1
0.086473141510629,1.5089145946718352,0.18,1.95,300.0,0.7,1
0.08665279156538498,1.5150455170738177,0.18,1.95,300.0,0.7,1
0.08636356220952263,1.4482554071183638,0.18,1.95,300.0,0.7,0
0.0859603984037182,1.480853869952737,0.18,1.95,300.0,0.7,0
0.08542246930197067,1.5022552409482357,0.18,1.95,300.0,0.7,1
0.08667260324485355,1.5353028081431623,0.18,1.95,300.0,0.7,1
0.08462784263120056,1.5102203497437916,0.18,1.95,300.0,0.7,1
0.08601310850854266,1.471494286131305,0.18,1.95,300.0,0.7,0
0.08413476721932951,1.4409396960285719,0.18,1.95,300.0,0.7,0
0.08609518727732438,1.4858149741816906,0.18,1.95,300.0,0.7,0
0.08671977840322162,1.4833423456193653,0.18,1.95,300.0,0.7,0
0.08669690883195837,1.478002600219406,0.18,1.95,300.0,0.7,0
0.08614420434641676,1.4453269272311833,0.18,1.95,300.0,0.7,0
0.08542954302515014,1.5170509786985724,0.18,1.95,300.0,0.7,1
0.08653726289639652,1.5191033090617432,0.18,1.95,300.0,0.7,1
0.08387407007634037,1.4741152341306734,0.18,1.95,300.0,0.7,0
0.0839092533116784,1.4477732291114558,0.18,1.95,300.0,0.7,0
0.0857890747807393,1.5081708196311698,0.18,1.95,300.0,0.7,1
0.08608431994299172,1.5233906548055662,0.18,1.95,300.0,0.7,1
0.08598145230016638,1.5169321592106633,0.18,1.95,300.0,0.7,1
0.08391004902420668,1.4602985150441299,0.18,1.95,300.0,0.7,0
0.08562885121486258,1.5226575304624823,0.18,1.95,300.0,0.7,1
0.08377665826955583,1.488307934211635,0.18,1.95,300.0,0.7,1
0.08579502009283003,1.4398057289128614,0.18,1.95,300.0,0.7,0
0.09075669825160754,1.5711434881383697,0.18,1.95,300.0,0.7,1
0.09156747000551495,1.5053458363360597,0.18,1.95,300.0,0.7,0
0.09211097496784311,1.5163831423409513,0.18,1.95,300.0,0.7,0
0.09211266559237954,1.5114743651118905,0.18,1.95,300.0,0.7,0
0.09132359233159681,1.5212740067747834,0.18,1.95,300.0,0.7,1
0.09037710673121258,1.570235756217187,0.18,1.95,300.0,0.7,1
0.09011541262476584,1.4900611591235762,0.18,1.95,300.0,0.7,0
0.09057841239458435,1.5533439147641568,0.18,1.95,300.0,0.7,1
0.09197492639687621,1.5814543370066765,0.18,1.95,300.0,0.7,1
0.09044171774998086,1.5223741951131282,0.18,1.95,300.0,0.7,1
0.08996309541303625,1.5390671929623032,0.18,1.95,300.0,0.7,1
0.09254537169073612,1.5516681010120659,0.18,1.95,300.0,0.7,1
0.09133827010018748,1.5208169092921793,0.18,1.95,300.0,0.7,1
0.09229852785980404,1.531271659613035,0.18,1.95,300.0,0.7,1
0.08995573231888655,1.5181178463199132,0.18,1.95,300.0,0.7,1
0.08975413158549067,1.501777903768878,0.18,1.95,300.0,0.7,0
0.0896056379219471,1.5269079916500163,0.18,1.95,300.0,0.7,1
0.09145625237380277,1.5159092462378907,0.18,1.95,300.0,0.7,0
0.0908137768934632,1.5775009272844576,0.18,1.95,300.0,0.7,1
0.09180852094367212,1.535665663694495,0.18,1.95,300.0,0.7,1
0.09040625420428285,1.5712796798772994,0.18,1.95,300.0,0.7,1
0.09025792292958935,1.5141142730516677,0.18,1.95,300.0,0.7,1
0.09227982602221621,1.5345342055285072,0.18,1.95,300.0,0.7,1
0.0917795854272013,1.5406544794163766,0.18,1.95,300.0,0.7,1
0.09151294920597586,1.5115183291514824,0.18,1.95,300.0,0.7,0
0.09606622144803788,1.5138292347168665,0.18,1.95,300.0,0.7,0
0.09580842995540817,1.5690114365290806,0.18,1.95,300.0,0.7,1
0.09619184606290823,1.5377289394414384,0.18,1.95,300.0,0.7,1
0.09771802853858202,1.5599624109375714,0.18,1.95,300.0,0.7,1
0.09665726403891048,1.5292057308586724,0.18,1.95,300.0,0.7,0
0.09832621050996297,1.5490397476979023,0.18,1.95,300.0,0.7,1
0.09778602059251154,1.5718353969219232,0.18,1.95,300.0,0.7,1
0.09770487477184592,1.5000979344953567,0.18,1.95,300.0,0.7,0
0.09702861746437061,1.4917694157314545,0.18,1.95,300.0,0.7,0
0.0973008716428499,1.577114942818781,0.18,1.95,300.0,0.7,1
0.09688030145605823,1.5248772492867766,0.18,1.95,300.0,0.7,0
0.09544963351741238,1.5775574522329219,0.18,1.95,300.0,0.7,1
0.09565111331554838,1.4856879093304847,0.18,1.95,300.0,0.7,0
0.09608030509767271,1.4881330433918383,0.18,1.95,300.0,0.7,0
0.09670745879039318,1.5331887801257111,0.18,1.95,300.0,0.7,0
0.09627981511024365,1.4866760482574886,0.18,1.95,300.0,0.7,0
0.09567690636790557,1.5200304377989928,0.18,1.95,300.0,0.7,0
0.09552369061563751,1.5513989725609914,0.18,1.95,300.0,0.7,1
0.09596316688773233,1.5117871568783638,0.18,1.95,300.0,0.7,0
0.09652448259469219,1.5232409633069148,0.18,1.95,300.0,0.7,0
0.09534708738618229,1.4927870370998697,0.18,1.95,300.0,0.7,0
0.09793039895438053,1.4817033062511908,0.18,1.95,300.0,0.7,0
0.09686660733059652,1.5305302006507207,0.18,1.95,300.0,0.7,0
0.0963413877461898,1.524712702014645,0.18,1.95,300.0,0.7,0
0.09768384867573765,1.5657003706214956,0.18,1.95,300.0,0.7,1
0.10191262457761417,1.513829044096773,0.18,1.95,300.0,0.7,0
0.10185902750645343,1.5295663400551065,0.18,1.95,300.0,0.7,0
0.10318135402034485,1.504405287546342,0.18,1.95,300.0,0.7,0
0.10212378617353302,1.574618461758915,0.18,1.95,300.0,0.7,1
0.1012772868169093,1.5276569605239565,0.18,1.95,300.0,0.7,0
0.10326625307215875,1.4966254011557474,0.18,1.95,300.0,0.7,0
0.10127370100738486,1.495400537163853,0.18,1.95,300.0,0.7,0
0.10388804852796046,1.4825059781821124,0.18,1.95,300.0,0.7,0
0.10169654487180248,1.4847083512901644,0.18,1.95,300.0,0.7,0
0.10146346735005503,1.5435949286628297,0.18,1.95,300.0,0.7,0
0.10185649567358568,1.5385012050430675,0.18,1.95,300.0,0.7,0
0.1029021650956668,1.5665235333089778,0.18,1.95,300.0,0.7,1
0.10114580312610404,1.5669169459342367,0.18,1.95,300.0,0.7,1
0.10298893620664934,1.4978543486104956,0.18,1.95,300.0,0.7,0
